Student_ID,Study_Hours,Attendance,Rest_Hours,Parental_Involvement,Access_to_Resources
2475,22,63,6.0,High,Low
2476,24,99,8.0,High,Medium
2477,19,62,,Medium,High
2478,29,90,8.0,Low,Medium
2479,12,81,10.0,High,Medium
2480,24,75,6.0,Medium,Low
2481,16,63,7.0,Medium,Medium
2482,30,85,7.0,Low,Medium
2483,32,83,7.0,Medium,Medium
2484,15,71,7.0,High,Medium
2485,17,96,8.0,Medium,Medium
2486,25,72,9.0,High,Medium
2487,18,78,9.0,Low,Medium
2488,20,82,8.0,Low,Low
2489,20,64,9.0,Medium,Medium
2490,8,97,11.0,High,Medium
2491,20,75,8.0,High,High
2492,16,63,10.0,High,High
2493,17,75,9.0,Low,High
2494,29,84,11.0,High,Medium
2495,12,81,9.0,High,Medium
2496,25,88,7.0,Low,High
2497,18,62,8.0,Medium,Medium
2498,18,71,8.0,Medium,Low
2499,25,93,9.0,Medium,High
2500,22,63,7.0,High,Low
2501,23,94,10.0,Low,Low
2502,26,64,8.0,Medium,High
2503,18,93,9.0,Medium,High
2504,16,74,8.0,Medium,High
2505,13,84,8.0,High,Medium
2506,15,66,8.0,Medium,High
2507,38,63,9.0,Medium,High
2508,27,69,11.0,High,High
2509,12,65,5.0,High,High
2510,12,72,,Medium,Medium
2511,23,81,,Medium,Low
2512,23,84,8.0,Medium,High
2513,23,92,5.0,High,Medium
2514,18,86,9.0,High,Medium
2515,19,84,8.0,Medium,High
2516,22,76,7.0,Medium,Medium
2517,21,79,,Low,Medium
2518,7,77,8.0,Low,Medium
2519,19,94,5.0,Medium,Low
2520,15,69,8.0,Medium,Medium
2521,21,60,9.0,Low,High
2522,38,86,,High,Medium
2523,22,68,8.0,Medium,Low
2524,18,96,8.0,High,High
2525,26,94,10.0,Medium,Medium
2526,23,63,8.0,High,Medium
2527,23,64,,Medium,High
2528,24,80,8.0,Medium,Medium
2529,32,84,11.0,Medium,High
2530,13,71,7.0,Medium,High
2531,23,89,7.0,High,High
2532,14,84,8.0,Medium,Medium
2533,23,73,7.0,Medium,Medium
2534,14,61,6.0,Medium,Medium
2535,17,90,9.0,High,High
2536,18,69,5.0,Low,High
2537,26,93,7.0,Low,High
2538,26,77,6.0,High,Medium
2539,13,83,8.0,Low,Medium
2540,20,95,5.0,Low,Medium
2541,16,95,9.0,Medium,Low
2542,12,75,9.0,Medium,High
2543,19,68,6.0,Medium,Medium
2544,18,91,,Medium,Medium
2545,35,77,9.0,High,High
2546,23,68,9.0,High,Low
2547,12,96,6.0,High,High
2548,17,68,6.0,Medium,Low
2549,26,61,10.0,Low,High
2550,33,61,7.0,High,Medium
2551,10,85,7.0,Low,Low
2552,9,86,9.0,High,Medium
2553,31,72,6.0,Low,High
2554,22,73,8.0,High,Medium
2555,15,74,9.0,High,Medium
2556,23,87,6.0,Medium,High
2557,4,62,7.0,Medium,Medium
2558,20,97,6.0,Medium,High
2559,22,69,7.0,Medium,Medium
2560,26,100,10.0,Low,Medium
2561,14,67,10.0,Medium,Medium
2562,21,91,8.0,Medium,Medium
2563,14,69,9.0,Medium,Low
2564,22,63,9.0,Medium,Medium
2565,15,95,7.0,Medium,Medium
2566,18,94,8.0,Low,Medium
2567,14,76,6.0,High,Medium
2568,24,88,7.0,High,Medium
2569,25,82,8.0,Medium,Medium
2570,19,94,6.0,Low,High
2571,20,73,6.0,High,Medium
2572,11,81,7.0,Low,Medium
2573,18,79,10.0,Low,Medium
2574,20,74,10.0,Medium,High
2575,36,96,,Medium,Low
2576,13,67,9.0,Low,Medium
2577,29,66,,High,High
2578,26,83,5.0,Medium,Medium
2579,22,86,7.0,High,Medium
2580,31,68,8.0,Low,High
2581,22,76,8.0,High,Low
2582,22,98,8.0,Medium,Medium
2583,20,70,8.0,Low,Medium
2584,27,87,7.0,High,Low
2585,27,90,9.0,High,Medium
2586,16,78,6.0,Low,Medium
2587,12,98,9.0,High,Low
2588,19,89,7.0,Medium,Medium
2589,15,78,11.0,High,High
2590,20,83,8.0,High,High
2591,27,88,7.0,Low,Medium
2592,17,84,7.0,Low,Low
2593,20,95,7.0,Medium,Medium
2594,20,74,9.0,High,Medium
2595,25,72,,Medium,High
2596,7,69,9.0,Medium,High
2597,16,62,,Low,Medium
2598,21,62,8.0,High,Low
2599,27,95,9.0,Medium,High
2600,17,87,10.0,High,High
2601,9,86,9.0,High,Medium
2602,24,85,8.0,Low,Medium
2603,16,94,9.0,Medium,Medium
2604,13,79,6.0,High,High
2605,16,95,11.0,Low,Low
2606,19,74,9.0,High,High
2607,16,97,9.0,High,Low
2608,7,88,8.0,Medium,High
2609,25,70,5.0,Medium,Medium
2610,28,83,8.0,Medium,Medium
2611,24,81,8.0,Medium,Low
2612,13,66,7.0,Low,Medium
2613,19,84,7.0,Medium,Medium
2614,20,73,7.0,Medium,Medium
2615,24,62,9.0,Medium,Medium
2616,24,98,10.0,Medium,Low
2617,16,86,8.0,High,Medium
2618,20,95,7.0,Medium,Medium
2619,23,87,,Medium,Medium
2620,29,74,8.0,High,Medium
2621,24,81,8.0,Medium,Medium
2622,25,87,9.0,High,Medium
2623,21,98,7.0,Low,Low
2624,28,70,9.0,High,Low
2625,22,95,9.0,Medium,Low
2626,15,97,7.0,High,Medium
2627,28,87,5.0,High,Medium
2628,24,97,7.0,Medium,Medium
2629,17,76,10.0,Medium,High
2630,17,98,5.0,High,Medium
2631,22,88,10.0,Low,Medium
2632,23,62,5.0,High,Low
2633,21,96,7.0,Low,High
2634,22,79,7.0,High,Medium
2635,30,78,11.0,Medium,High
2636,26,83,8.0,Medium,High
2637,21,66,8.0,Low,High
2638,26,79,7.0,Medium,High
2639,14,93,9.0,Medium,Medium
2640,22,61,7.0,Medium,Medium
2641,31,71,8.0,Low,High
2642,19,60,7.0,High,High
2643,15,77,9.0,Low,Medium
2644,16,89,9.0,High,Medium
2645,13,92,7.0,Medium,High
2646,15,98,7.0,Medium,Medium
2647,18,84,7.0,Medium,Low
2648,12,70,,Medium,Medium
2649,20,97,9.0,Medium,Low
2650,25,91,8.0,Low,Medium
2651,15,83,,Medium,High
2652,29,88,9.0,Low,Medium
2653,23,97,6.0,Low,High
2654,26,88,7.0,Low,High
2655,16,75,8.0,Medium,High
2656,25,89,8.0,Medium,High
2657,13,62,9.0,Medium,Medium
2658,25,75,7.0,Medium,Medium
2659,21,76,7.0,Low,High
2660,23,67,8.0,Medium,Medium
2661,13,61,9.0,Medium,Medium
2662,15,65,9.0,Medium,Medium
2663,24,86,8.0,High,Medium
2664,14,92,,Medium,High
2665,23,100,10.0,Medium,Medium
2666,12,74,9.0,Medium,High
2667,25,84,6.0,Medium,Medium
2668,13,97,9.0,High,Medium
2669,23,67,8.0,High,Low
2670,24,89,7.0,Medium,High
2671,16,90,7.0,High,Low
2672,23,64,8.0,Medium,High
2673,22,94,7.0,Medium,High
2674,17,93,8.0,Low,Medium
2675,14,61,8.0,Medium,High
2676,8,64,8.0,High,Medium
2677,22,62,9.0,High,Low
2678,11,73,8.0,Medium,Medium
2679,21,80,7.0,Medium,Medium
2680,18,81,5.0,Medium,Medium
2681,24,71,9.0,High,Medium
2682,18,96,8.0,Medium,High
2683,18,75,8.0,Medium,Medium
2684,24,62,10.0,Medium,Medium
2685,22,72,,High,Medium
2686,22,81,8.0,High,Medium
2687,23,76,7.0,Low,Medium
2688,11,71,9.0,Low,Medium
2689,25,65,5.0,High,High
2690,24,93,9.0,High,Medium
2691,14,100,9.0,Medium,Low
2692,19,73,7.0,Medium,Medium
2693,20,75,8.0,High,Medium
2694,19,85,7.0,High,High
2695,22,89,9.0,High,High
2696,29,76,9.0,Medium,High
2697,26,96,6.0,High,Medium
2698,12,82,6.0,Low,Medium
2699,24,78,10.0,High,Low
2700,28,86,11.0,Low,Medium
2701,22,98,9.0,Medium,Medium
2702,27,92,9.0,Medium,Medium
2703,32,62,8.0,High,Medium
2704,26,73,8.0,Medium,Medium
2705,21,79,9.0,Low,Medium
2706,26,73,8.0,High,High
2707,21,88,10.0,Medium,Low
2708,20,93,8.0,Medium,Medium
2709,18,89,8.0,High,Low
2710,29,100,8.0,Medium,Medium
2711,15,71,8.0,High,Low
2712,29,95,10.0,Medium,Low
2713,23,91,8.0,High,Low
2714,12,74,8.0,High,Medium
2715,22,89,8.0,Medium,Medium
2716,7,64,7.0,High,High
2717,24,92,6.0,Medium,Medium
2718,25,81,10.0,High,Low
2719,16,72,10.0,High,Medium
2720,21,86,10.0,Medium,Medium
2721,32,86,6.0,Medium,Medium
2722,17,68,10.0,High,Medium
2723,14,61,,Low,High
2724,29,77,10.0,Medium,Medium
2725,32,83,10.0,Medium,Medium
2726,20,95,9.0,Low,Low
2727,26,97,7.0,High,Low
2728,28,81,9.0,Medium,High
2729,16,90,6.0,Medium,Medium
2730,17,78,7.0,High,Medium
2731,27,90,8.0,Medium,High
2732,30,68,8.0,Medium,High
2733,23,75,9.0,High,Medium
2734,15,85,5.0,High,Medium
2735,32,61,8.0,High,High
2736,17,89,9.0,Low,High
2737,18,93,9.0,Low,Low
2738,22,76,9.0,Medium,Medium
2739,29,78,8.0,Low,Medium
2740,25,94,7.0,Medium,Low
2741,22,91,9.0,Medium,Medium
2742,23,72,8.0,Medium,Medium
2743,20,73,,Medium,Low
2744,23,87,9.0,Medium,Medium
2745,5,83,8.0,Medium,Medium
2746,18,66,7.0,Low,Medium
2747,21,72,10.0,Medium,High
2748,13,96,9.0,Medium,High
2749,22,88,11.0,High,High
2750,19,99,9.0,High,Medium
2751,31,91,9.0,High,Medium
2752,29,98,6.0,Medium,High
2753,17,69,8.0,Low,High
2754,19,91,8.0,Low,High
2755,20,61,9.0,High,Medium
2756,17,87,9.0,Medium,Medium
2757,21,79,9.0,Medium,High
2758,15,74,11.0,Low,High
2759,13,94,7.0,Low,High
2760,24,94,9.0,High,Low
2761,24,61,9.0,Medium,Medium
2762,15,84,11.0,Medium,Medium
2763,25,75,9.0,Low,High
2764,16,77,9.0,Medium,High
2765,22,93,9.0,High,Medium
2766,25,72,,Medium,Medium
2767,20,98,10.0,High,Low
2768,23,67,7.0,Medium,Medium
2769,17,87,7.0,Medium,Medium
2770,19,87,11.0,High,High
2771,19,70,5.0,High,High
2772,16,73,8.0,Medium,Medium
2773,19,93,8.0,Low,Medium
2774,11,90,8.0,Medium,Medium
2775,17,73,10.0,Low,Medium
2776,18,81,9.0,Low,High
2777,18,62,7.0,Medium,High
2778,19,68,7.0,Medium,Medium
2779,20,79,8.0,High,Medium
2780,23,63,10.0,Low,Medium
2781,25,94,8.0,High,Medium
2782,16,89,8.0,High,Medium
2783,13,98,7.0,High,Low
2784,14,88,9.0,High,High
2785,17,98,8.0,High,Medium
2786,18,82,7.0,High,High
2787,15,84,10.0,Medium,Low
2788,12,99,11.0,Medium,High
2789,17,86,8.0,High,High
2790,21,61,8.0,Medium,Low
2791,24,89,6.0,Low,Medium
2792,17,96,9.0,High,High
2793,18,92,9.0,Medium,Medium
2794,14,83,8.0,High,Medium
2795,20,87,7.0,Low,High
2796,15,100,11.0,Medium,Low
2797,23,64,9.0,Medium,Medium
2798,9,87,7.0,High,Medium
2799,18,71,9.0,Low,Medium
2800,22,86,,High,Medium
2801,21,84,8.0,Low,Medium
2802,36,66,9.0,Low,High
2803,22,68,,Medium,Medium
2804,14,85,5.0,Medium,Medium
2805,19,65,10.0,Medium,Medium
2806,9,71,8.0,Low,High
2807,20,93,7.0,Medium,Medium
2808,15,73,6.0,Medium,High
2809,25,80,8.0,High,Low
2810,17,98,8.0,Low,Medium
2811,19,69,10.0,Medium,Low
2812,16,76,9.0,Medium,Medium
2813,30,84,8.0,High,Medium
2814,18,90,9.0,High,High
2815,31,96,10.0,High,High
2816,25,97,9.0,Low,Medium
2817,23,91,9.0,High,Low
2818,22,69,8.0,High,High
2819,22,61,7.0,High,Medium
2820,8,75,6.0,Medium,Medium
2821,18,66,6.0,High,Medium
2822,25,88,9.0,Medium,Medium
2823,20,86,9.0,Medium,Medium
2824,12,62,10.0,Medium,Medium
2825,20,93,9.0,Medium,Medium
2826,30,70,,Medium,High
2827,27,77,8.0,Medium,Medium
2828,20,87,9.0,High,Medium
2829,26,77,6.0,Medium,Medium
2830,18,78,8.0,Medium,High
2831,10,63,5.0,Medium,Medium
2832,14,76,8.0,High,Low
2833,29,91,10.0,Medium,Medium
2834,18,97,8.0,Low,Low
2835,19,77,9.0,High,Low
2836,18,77,8.0,Low,Medium
2837,31,88,7.0,Low,Medium
2838,30,98,8.0,Medium,High
2839,33,71,10.0,Medium,Low
2840,19,78,9.0,Low,High
2841,22,92,7.0,Medium,Medium
2842,11,84,6.0,High,Medium
2843,29,64,,Medium,High
2844,13,85,7.0,Low,High
2845,21,67,8.0,High,Medium
2846,13,80,6.0,Medium,Medium
2847,16,81,10.0,Medium,High
2848,15,95,8.0,Medium,Medium
2849,16,78,8.0,Medium,Low
2850,17,71,7.0,Medium,Low
2851,17,69,8.0,High,Medium
2852,25,95,,Medium,Medium
2853,13,67,7.0,Medium,High
2854,21,77,8.0,High,Low
2855,27,67,10.0,High,High
2856,17,91,5.0,Low,Medium
2857,16,79,8.0,High,Medium
2858,19,74,7.0,Medium,Low
2859,27,74,10.0,Medium,High
2860,21,94,,Medium,Medium
2861,17,82,6.0,Medium,Medium
2862,23,89,8.0,Low,High
2863,13,96,9.0,Medium,High
2864,24,96,11.0,Medium,Medium
2865,22,73,5.0,Low,High
2866,18,98,6.0,Medium,High
2867,15,61,10.0,High,Low
2868,15,75,6.0,High,Medium
2869,23,96,8.0,Medium,Medium
2870,27,71,7.0,High,Medium
2871,16,71,7.0,Medium,High
2872,23,72,8.0,Low,Medium
2873,7,84,8.0,Medium,High
2874,16,78,10.0,Low,High
2875,20,89,10.0,High,Medium
2876,15,96,9.0,High,High
2877,14,87,,Medium,High
2878,16,68,,Medium,Medium
2879,22,97,9.0,Medium,High
2880,19,71,10.0,Medium,High
2881,7,66,9.0,High,Low
2882,7,64,10.0,Medium,High
2883,16,83,7.0,Low,Low
2884,23,65,10.0,High,Medium
2885,4,66,9.0,Low,High
2886,17,72,7.0,High,High
2887,17,71,8.0,Medium,High
2888,28,84,8.0,Medium,Medium
2889,18,93,8.0,Low,Medium
2890,22,90,8.0,Medium,Medium
2891,21,70,6.0,High,Medium
2892,7,70,7.0,Medium,Medium
2893,25,99,8.0,High,High
2894,21,60,7.0,Medium,Medium
2895,23,95,7.0,High,Medium
2896,44,68,10.0,High,Low
2897,7,98,8.0,Medium,Medium
2898,30,74,11.0,Medium,Low
2899,18,78,8.0,High,Medium
2900,22,88,10.0,Medium,Medium
2901,20,84,8.0,High,Low
2902,17,73,7.0,Medium,Medium
2903,17,82,,High,Medium
2904,22,89,10.0,Low,Medium
2905,11,62,8.0,High,Medium
2906,25,60,9.0,Medium,High
2907,18,78,8.0,High,Low
2908,13,65,8.0,Medium,High
2909,17,87,8.0,Medium,High
2910,28,69,7.0,High,Low
2911,17,77,8.0,High,Medium
2912,22,68,9.0,High,High
2913,16,82,8.0,Medium,Medium
2914,25,65,8.0,Medium,Low
2915,24,61,9.0,Medium,Medium
2916,31,62,8.0,Medium,Medium
2917,19,98,8.0,Low,High
2918,24,66,9.0,Medium,High
2919,21,88,8.0,High,Low
2920,28,63,8.0,Medium,Medium
2921,16,64,9.0,High,Medium
2922,24,80,8.0,Medium,High
2923,19,79,8.0,High,Medium
2924,20,98,8.0,Medium,High
2925,21,98,8.0,High,Medium
2926,22,91,,Medium,High
2927,19,84,8.0,High,Medium
2928,21,78,11.0,Medium,High
2929,29,74,7.0,Medium,Medium
2930,26,98,7.0,Low,High
2931,25,84,11.0,Medium,Medium
2932,17,83,7.0,High,Medium
2933,15,69,10.0,Low,Medium
2934,26,62,8.0,High,Low
2935,25,98,8.0,Low,Medium
2936,29,73,8.0,High,Medium
2937,16,78,9.0,High,Low
2938,19,65,6.0,Medium,Low
2939,10,93,8.0,Low,Medium
2940,18,61,7.0,Medium,Medium
2941,26,93,5.0,Low,Medium
2942,17,66,10.0,Medium,Medium
2943,24,95,5.0,Medium,Low
2944,19,89,,Medium,Low
2945,22,67,9.0,Low,High
2946,13,83,6.0,Low,Low
2947,21,73,10.0,Low,Medium
2948,2,67,7.0,Medium,Medium
2949,19,94,7.0,Medium,High
2950,10,76,5.0,Medium,Low
2951,27,76,7.0,Medium,High
2952,25,67,7.0,High,Medium
2953,23,75,9.0,Medium,Low
2954,29,95,10.0,High,Medium
2955,14,75,6.0,Medium,Medium
2956,30,98,,Low,Medium
2957,26,98,5.0,Medium,Medium
2958,19,66,8.0,Medium,High
2959,27,67,11.0,High,Medium
2960,13,95,5.0,Medium,Medium
2961,15,76,6.0,High,High
2962,16,60,9.0,Medium,High
2963,17,71,9.0,Medium,Low
2964,14,84,7.0,Low,High
2965,27,92,10.0,Low,Medium
2966,18,65,7.0,Medium,Low
2967,22,64,11.0,Medium,Medium
2968,17,97,9.0,High,Low
2969,9,90,10.0,High,Medium
2970,22,84,9.0,Medium,Medium
2971,9,91,9.0,Medium,Medium
2972,20,77,9.0,Low,Medium
2973,12,90,10.0,Medium,High
2974,32,75,8.0,High,Medium
2975,25,70,7.0,Medium,Medium
2976,21,89,8.0,High,High
2977,28,77,7.0,High,High
2978,15,99,7.0,Medium,High
2979,23,74,10.0,Low,Low
2980,21,97,9.0,Medium,Medium
2981,22,97,9.0,Low,Medium
2982,28,70,10.0,Medium,Medium
2983,24,92,9.0,High,Low
2984,22,77,11.0,Medium,Medium
2985,10,97,5.0,High,High
2986,14,78,7.0,High,Medium
2987,19,90,7.0,High,Medium
2988,21,79,,Medium,Low
2989,13,69,8.0,High,High
2990,34,68,8.0,Medium,Medium
2991,29,77,11.0,Medium,Low
2992,24,90,9.0,High,High
2993,20,84,7.0,High,High
2994,19,88,9.0,Medium,High
2995,14,71,5.0,High,High
2996,20,79,8.0,Medium,Medium
2997,22,62,8.0,Medium,High
2998,13,93,7.0,Low,Medium
2999,22,100,8.0,Medium,Medium
3000,19,76,7.0,Medium,Low
3001,9,60,7.0,Medium,Low
3002,15,67,9.0,Medium,Medium
3003,18,86,,Low,Low
3004,31,84,9.0,Low,Medium
3005,23,92,7.0,Medium,Medium
3006,12,70,7.0,Medium,Medium
3007,23,91,7.0,Medium,Low
3008,11,88,8.0,Medium,Low
3009,26,73,7.0,Medium,Medium
3010,17,82,10.0,Low,Medium
3011,19,66,8.0,Medium,Low
3012,28,78,9.0,High,Medium
3013,12,95,6.0,Medium,High
3014,12,77,7.0,Medium,Low
3015,16,94,,Low,Medium
3016,26,84,9.0,Medium,Medium
3017,11,68,6.0,Medium,High
3018,3,83,,High,Low
3019,17,80,8.0,Medium,Medium
3020,23,76,7.0,Medium,High
3021,27,65,9.0,Medium,Medium
3022,17,77,6.0,Low,Medium
3023,18,63,7.0,High,Low
3024,27,64,9.0,Medium,High
3025,9,77,8.0,Low,High
3026,18,72,8.0,Medium,Medium
3027,21,97,8.0,Medium,Low
3028,23,75,9.0,Low,Low
3029,17,90,9.0,Medium,Medium
3030,20,81,9.0,Medium,Medium
3031,5,88,8.0,Medium,Medium
3032,16,70,7.0,Low,Medium
3033,23,98,7.0,High,High
3034,14,81,6.0,Low,Medium
3035,20,93,7.0,Medium,Medium
3036,23,75,7.0,High,High
3037,18,64,10.0,Low,Medium
3038,21,87,6.0,Low,High
3039,14,60,10.0,Low,Low
3040,19,79,8.0,Medium,High
3041,24,68,8.0,Low,High
3042,21,85,9.0,Medium,Medium
3043,16,99,6.0,Medium,Medium
3044,21,79,7.0,Medium,Low
3045,24,93,6.0,Low,Medium
3046,8,80,7.0,High,Medium
3047,27,80,7.0,Low,Low
3048,18,97,10.0,Medium,High
3049,23,96,7.0,Low,High
3050,27,91,5.0,Low,High
3051,12,72,7.0,Medium,Medium
3052,16,82,9.0,Medium,Medium
3053,18,69,10.0,Medium,High
3054,15,78,,Medium,Medium
3055,30,79,7.0,High,Medium
3056,15,93,8.0,Medium,Medium
3057,17,96,9.0,Medium,Medium
3058,21,77,6.0,Medium,Low
3059,13,61,8.0,Low,Low
3060,18,94,8.0,Medium,Medium
3061,22,67,8.0,Medium,Medium
3062,18,85,8.0,Medium,High
3063,19,61,7.0,Medium,Medium
3064,17,76,9.0,High,Medium
3065,11,99,8.0,High,Medium
3066,22,64,,Medium,Medium
3067,31,77,6.0,High,Low
3068,20,72,9.0,High,Low
3069,21,96,7.0,High,Medium
3070,24,95,10.0,Medium,Low
3071,12,70,6.0,High,Medium
3072,30,63,9.0,Medium,High
3073,21,85,5.0,Medium,Medium
3074,30,73,5.0,High,Low
3075,16,87,7.0,High,High
3076,31,61,5.0,Medium,Medium
3077,25,65,9.0,High,Low
3078,23,87,8.0,Medium,Low
3079,21,68,10.0,Medium,Medium
3080,19,94,8.0,Medium,Medium
3081,27,62,8.0,High,Low
3082,21,69,8.0,High,Medium
3083,8,100,7.0,High,High
3084,13,77,7.0,Low,Medium
3085,19,88,6.0,Low,Medium
3086,22,67,9.0,Low,Medium
3087,20,84,8.0,Low,Low
3088,27,89,8.0,Medium,Medium
3089,8,73,11.0,Medium,High
3090,21,93,7.0,Low,Low
3091,9,84,8.0,High,High
3092,25,76,8.0,Medium,Medium
3093,19,82,10.0,High,Medium
3094,23,83,8.0,Medium,Low
3095,15,67,8.0,Medium,Medium
3096,28,76,11.0,Medium,Medium
3097,26,74,7.0,Medium,Medium
3098,24,76,8.0,Medium,Medium
3099,19,90,9.0,Medium,Medium
3100,23,79,7.0,High,High
3101,16,98,9.0,High,Low
3102,25,72,7.0,Medium,Medium
3103,30,77,,Medium,Low
3104,26,91,9.0,High,Medium
3105,16,82,8.0,High,High
3106,22,82,,Medium,Low
3107,12,62,7.0,High,High
3108,23,76,8.0,Low,High
3109,23,71,9.0,Low,Medium
3110,9,100,8.0,Low,Low
3111,13,72,9.0,Low,High
3112,18,95,9.0,Medium,High
3113,18,87,9.0,Low,Low
3114,13,74,8.0,High,High
3115,22,82,8.0,Medium,High
3116,22,94,8.0,Medium,Medium
3117,19,95,7.0,Low,High
3118,15,66,10.0,Medium,Medium
3119,26,74,9.0,Low,Medium
3120,30,73,10.0,High,Medium
3121,17,62,7.0,High,Low
3122,16,84,9.0,Medium,High
3123,23,94,10.0,Low,Low
3124,18,75,10.0,High,Medium
3125,19,90,6.0,Medium,High
3126,24,85,8.0,Medium,Medium
3127,9,75,8.0,Medium,Medium
3128,28,66,10.0,High,Medium
3129,20,88,5.0,Medium,Medium
3130,18,94,6.0,High,High
3131,19,87,10.0,Low,Medium
3132,20,61,7.0,Low,Medium
3133,10,69,6.0,Medium,Medium
3134,29,63,10.0,Low,Low
3135,20,83,6.0,Medium,Low
3136,23,90,10.0,Low,Low
3137,26,64,6.0,Medium,Medium
3138,14,94,6.0,Medium,Medium
3139,23,82,8.0,High,Low
3140,18,88,7.0,High,Low
3141,25,99,8.0,High,Medium
3142,7,63,11.0,High,High
3143,19,96,8.0,Medium,Medium
3144,16,65,10.0,Medium,Low
3145,23,76,8.0,High,High
3146,23,94,9.0,Medium,High
3147,16,96,5.0,Medium,Medium
3148,16,80,9.0,High,Medium
3149,19,84,9.0,Medium,Medium
3150,15,88,,High,High
3151,25,93,11.0,Medium,Medium
3152,18,65,7.0,Medium,High
3153,3,92,6.0,High,Low
3154,18,79,9.0,Medium,Medium
3155,14,78,6.0,High,High
3156,10,77,8.0,High,High
3157,13,80,10.0,Medium,High
3158,21,98,9.0,Low,High
3159,28,82,8.0,Medium,High
3160,22,98,,Medium,Medium
3161,16,67,10.0,High,Medium
3162,23,89,,Low,Medium
3163,17,92,9.0,Low,Medium
3164,16,87,11.0,Low,Medium
3165,13,84,9.0,Medium,Medium
3166,9,83,8.0,High,Low
3167,18,94,8.0,Low,Low
3168,21,93,7.0,Medium,High
3169,19,65,7.0,Medium,Low
3170,18,94,8.0,High,Low
3171,14,77,9.0,High,Medium
3172,24,70,10.0,High,Medium
3173,12,95,5.0,Low,Medium
3174,25,77,5.0,Medium,Low
3175,14,92,10.0,High,Low
3176,15,71,8.0,High,High
3177,11,60,8.0,Medium,High
3178,17,80,9.0,High,Low
3179,26,64,8.0,High,Medium
3180,23,90,11.0,Medium,Medium
3181,26,71,9.0,Low,High
3182,23,78,,Medium,Medium
3183,13,63,7.0,High,Medium
3184,18,71,8.0,Medium,Medium
3185,15,91,7.0,High,Medium
3186,28,66,11.0,Medium,Medium
3187,13,86,8.0,Low,Medium
3188,25,97,,Low,High
3189,25,87,9.0,High,Medium
3190,31,92,10.0,Medium,Medium
3191,18,64,10.0,Low,High
3192,24,70,7.0,High,High
3193,34,96,6.0,Medium,Medium
3194,16,89,,High,Medium
3195,11,86,6.0,Medium,Medium
3196,9,87,9.0,Low,Low
3197,24,77,,Medium,Medium
3198,9,62,10.0,High,High
3199,18,91,6.0,Low,Medium
3200,23,87,,High,Low
3201,21,79,9.0,Medium,Low
3202,23,96,9.0,Medium,Medium
3203,21,73,10.0,Medium,Medium
3204,28,72,9.0,High,Medium
3205,14,95,9.0,Medium,Medium
3206,16,92,10.0,Medium,Low
3207,15,81,,High,Medium
3208,25,65,,Low,Medium
3209,25,69,6.0,Low,Medium
3210,23,86,5.0,Low,Medium
3211,27,75,9.0,Medium,Medium
3212,13,93,10.0,Medium,High
3213,30,98,9.0,High,High
3214,29,92,9.0,Medium,High
3215,24,75,8.0,Medium,Low
3216,31,92,8.0,High,Medium
3217,10,74,11.0,Medium,Medium
3218,17,67,10.0,High,High
3219,16,61,7.0,Medium,High
3220,24,75,10.0,Low,High
3221,14,96,10.0,Medium,Low
3222,25,70,9.0,Low,High
3223,28,68,9.0,Low,High
3224,24,99,9.0,Medium,Low
3225,22,61,6.0,Medium,Medium
3226,14,91,6.0,Low,Medium
3227,15,73,9.0,Medium,Medium
3228,27,61,6.0,Medium,Medium
3229,25,97,6.0,Medium,High
3230,20,66,5.0,Low,High
3231,17,82,7.0,Medium,High
3232,8,71,9.0,High,Medium
3233,14,63,9.0,Medium,Medium
3234,31,62,9.0,Medium,Medium
3235,12,65,7.0,Low,Medium
3236,21,63,8.0,Medium,Low
3237,26,90,9.0,High,High
3238,12,79,9.0,Medium,Medium
3239,21,74,7.0,Low,Low
3240,26,77,8.0,Low,Low
3241,20,97,5.0,High,High
3242,37,96,8.0,High,Medium
3243,10,89,7.0,Medium,Medium
3244,26,95,10.0,Medium,High
3245,19,73,7.0,High,Medium
3246,25,75,8.0,Low,Low
3247,23,85,,Medium,Medium
3248,16,85,7.0,High,Low
3249,21,79,9.0,Medium,Low
3250,9,76,7.0,Low,High
3251,24,99,,Medium,Medium
3252,22,93,5.0,High,Medium
3253,24,77,9.0,Medium,Medium
3254,26,89,8.0,High,Medium
3255,22,71,8.0,Medium,Medium
3256,21,64,8.0,High,Low
3257,15,74,9.0,High,Medium
3258,16,76,8.0,Medium,Medium
3259,27,61,10.0,Medium,Medium
3260,29,93,8.0,Medium,Medium
3261,19,74,6.0,Medium,Low
3262,20,83,8.0,Medium,Medium
3263,15,63,10.0,High,High
3264,27,67,7.0,Low,Medium
3265,24,96,,Medium,High
3266,32,84,9.0,Medium,Medium
3267,15,98,9.0,Medium,High
3268,18,100,7.0,Medium,Medium
3269,21,75,8.0,High,High
3270,24,72,8.0,Medium,Medium
3271,19,94,8.0,High,High
3272,15,100,9.0,High,High
3273,25,85,7.0,High,Medium
3274,24,92,9.0,Medium,High
3275,15,91,7.0,Low,Medium
3276,28,74,10.0,Medium,Medium
3277,27,83,11.0,Medium,Medium
3278,21,93,7.0,High,Low
3279,20,88,6.0,Medium,Medium
3280,23,61,,Medium,High
3281,15,73,8.0,Medium,High
3282,20,66,9.0,Medium,High
3283,7,69,7.0,Low,Medium
3284,25,96,8.0,Low,Medium
3285,11,61,7.0,High,Low
